,dt,bid_count,position_count,cash_value,positions_value,total_value,bah
293,2020-11-05,1,11,6933.241058731127,106380.06610870361,113313.30716743474,124850.7565343571
294,2020-11-06,1,11,6933.241058731127,106795.56007385254,113728.80113258367,124727.97626202177
295,2020-11-09,1,12,440.7424900055412,115423.94599914551,115864.68848915104,126279.5593144712
296,2020-11-10,1,11,9499.23790473943,107372.02682495117,116871.2647296906,126439.36086862012
297,2020-11-11,0,11,9499.23790473943,107845.89710235596,117345.13500709539,127326.63225093391
298,2020-11-12,1,11,9499.23790473943,107002.74658203125,116501.98448677069,126001.35222364638
299,2020-11-13,0,11,9499.23790473943,108463.12866210938,117962.36656684881,127671.49802779684
300,2020-11-16,0,11,9499.23790473943,110371.27342224121,119870.51132698065,129178.62159963048
301,2020-11-17,0,11,9499.23790473943,109455.39073944092,118954.62864418035,129388.26023865317
302,2020-11-18,1,11,9499.23790473943,108964.38674926758,118463.62465400701,129159.54400960257
303,2020-11-19,0,11,9499.23790473943,109351.48239135742,118850.72029609686,129843.16970325397
304,2020-11-20,1,10,11337.165210723926,107232.69653320312,118569.86174392705,128982.97047055085
305,2020-11-23,0,10,11337.165210723926,108114.20783996582,119451.37305068974,130740.16754744899
306,2020-11-24,1,11,8554.11005783086,112572.36557006836,121126.47562789921,133699.54809587597
